,State,Year,Gender,Education,Total,Population
364,Arunachal Pradesh,2003,Male,Diploma/Certificate,1,72.0
365,Arunachal Pradesh,2003,Male,Graduate And Above,1,3922.0
366,Arunachal Pradesh,2003,Male,Higher Secondary/ Intermediate/ Pre-University (Upto Class-12),1,7917.0
367,Arunachal Pradesh,2003,Male,Matriculate/Secondary (Upto Class-10),14,12818.0
368,Arunachal Pradesh,2003,Male,Middle (Upto Class-8),15,20201.0
369,Arunachal Pradesh,2003,Male,No Education,16,23533.0
370,Arunachal Pradesh,2003,Male,Primary (Upto Class-5),6,91953.0
371,Arunachal Pradesh,2004,Female,Matriculate/Secondary (Upto Class-10),5,11177.0
372,Arunachal Pradesh,2004,Female,Middle (Upto Class-8),4,18270.0
373,Arunachal Pradesh,2004,Female,No Education,12,22916.0
374,Arunachal Pradesh,2004,Female,Primary (Upto Class-5),9,82432.0
375,Arunachal Pradesh,2004,Male,Matriculate/Secondary (Upto Class-10),3,14174.0
376,Arunachal Pradesh,2004,Male,Middle (Upto Class-8),17,21886.0
377,Arunachal Pradesh,2004,Male,No Education,15,24600.0
378,Arunachal Pradesh,2004,Male,Primary (Upto Class-5),14,95007.0
379,Arunachal Pradesh,2005,Female,Matriculate/Secondary (Upto Class-10),2,12617.0
380,Arunachal Pradesh,2005,Female,Middle (Upto Class-8),4,20102.0
381,Arunachal Pradesh,2005,Female,No Education,6,24266.0
382,Arunachal Pradesh,2005,Female,Primary (Upto Class-5),9,86225.0
383,Arunachal Pradesh,2005,Male,Graduate And Above,1,5814.0
384,Arunachal Pradesh,2005,Male,Higher Secondary/ Intermediate/ Pre-University (Upto Class-12),2,10281.0
385,Arunachal Pradesh,2005,Male,Matriculate/Secondary (Upto Class-10),8,15530.0
386,Arunachal Pradesh,2005,Male,Middle (Upto Class-8),10,23571.0
387,Arunachal Pradesh,2005,Male,No Education,14,25667.0
388,Arunachal Pradesh,2005,Male,Primary (Upto Class-5),14,98061.0
389,Arunachal Pradesh,2006,Female,Higher Secondary/ Intermediate/ Pre-University (Upto Class-12),3,8387.0
390,Arunachal Pradesh,2006,Female,Matriculate/Secondary (Upto Class-10),7,14057.0
391,Arunachal Pradesh,2006,Female,Middle (Upto Class-8),7,21934.0
392,Arunachal Pradesh,2006,Female,No Education,11,25616.0
393,Arunachal Pradesh,2006,Female,Primary (Upto Class-5),5,90018.0
394,Arunachal Pradesh,2006,Male,Higher Secondary/ Intermediate/ Pre-University (Upto Class-12),6,11463.0
395,Arunachal Pradesh,2006,Male,Matriculate/Secondary (Upto Class-10),37,16886.0
396,Arunachal Pradesh,2006,Male,Middle (Upto Class-8),25,25256.0
397,Arunachal Pradesh,2006,Male,No Education,19,26734.0
398,Arunachal Pradesh,2006,Male,Primary (Upto Class-5),8,101115.0
399,Arunachal Pradesh,2007,Female,Higher Secondary/ Intermediate/ Pre-University (Upto Class-12),2,9447.0
400,Arunachal Pradesh,2007,Female,Matriculate/Secondary (Upto Class-10),2,15497.0
401,Arunachal Pradesh,2007,Female,Middle (Upto Class-8),8,23766.0
402,Arunachal Pradesh,2007,Female,No Education,6,26966.0
403,Arunachal Pradesh,2007,Female,Primary (Upto Class-5),13,93811.0
404,Arunachal Pradesh,2007,Male,Graduate And Above,2,7706.0
405,Arunachal Pradesh,2007,Male,Higher Secondary/ Intermediate/ Pre-University (Upto Class-12),17,12645.0
406,Arunachal Pradesh,2007,Male,Matriculate/Secondary (Upto Class-10),7,18242.0
407,Arunachal Pradesh,2007,Male,Middle (Upto Class-8),27,26941.0
408,Arunachal Pradesh,2007,Male,No Education,31,27801.0
409,Arunachal Pradesh,2007,Male,Primary (Upto Class-5),14,104169.0
410,Arunachal Pradesh,2008,Female,Higher Secondary/ Intermediate/ Pre-University (Upto Class-12),1,10507.0
411,Arunachal Pradesh,2008,Female,Matriculate/Secondary (Upto Class-10),1,16937.0
412,Arunachal Pradesh,2008,Female,Middle (Upto Class-8),10,25598.0
413,Arunachal Pradesh,2008,Female,No Education,10,28316.0
414,Arunachal Pradesh,2008,Female,Primary (Upto Class-5),11,97604.0
415,Arunachal Pradesh,2008,Male,Matriculate/Secondary (Upto Class-10),13,19598.0
416,Arunachal Pradesh,2008,Male,Middle (Upto Class-8),24,28626.0
417,Arunachal Pradesh,2008,Male,No Education,12,28868.0
418,Arunachal Pradesh,2008,Male,Primary (Upto Class-5),28,107223.0
419,Arunachal Pradesh,2009,Female,Higher Secondary/ Intermediate/ Pre-University (Upto Class-12),1,11567.0
420,Arunachal Pradesh,2009,Female,Matriculate/Secondary (Upto Class-10),1,18377.0
421,Arunachal Pradesh,2009,Female,Middle (Upto Class-8),10,27430.0
422,Arunachal Pradesh,2009,Female,No Education,10,29666.0
423,Arunachal Pradesh,2009,Female,Primary (Upto Class-5),11,101397.0
424,Arunachal Pradesh,2009,Male,Matriculate/Secondary (Upto Class-10),13,20954.0
425,Arunachal Pradesh,2009,Male,Middle (Upto Class-8),24,30311.0
426,Arunachal Pradesh,2009,Male,No Education,12,29935.0
427,Arunachal Pradesh,2009,Male,Primary (Upto Class-5),28,110277.0
428,Arunachal Pradesh,2010,Female,Higher Secondary/ Intermediate/ Pre-University (Upto Class-12),6,12627.0
429,Arunachal Pradesh,2010,Female,Matriculate/Secondary (Upto Class-10),12,19817.0
430,Arunachal Pradesh,2010,Female,Middle (Upto Class-8),4,29262.0
431,Arunachal Pradesh,2010,Female,No Education,5,31016.0
432,Arunachal Pradesh,2010,Female,Primary (Upto Class-5),13,105190.0
433,Arunachal Pradesh,2010,Male,Diploma/Certificate,1,275.0
434,Arunachal Pradesh,2010,Male,Graduate And Above,1,10544.0
435,Arunachal Pradesh,2010,Male,Higher Secondary/ Intermediate/ Pre-University (Upto Class-12),12,16191.0
436,Arunachal Pradesh,2010,Male,Matriculate/Secondary (Upto Class-10),25,22310.0
437,Arunachal Pradesh,2010,Male,Middle (Upto Class-8),15,31996.0
438,Arunachal Pradesh,2010,Male,No Education,17,31002.0
439,Arunachal Pradesh,2010,Male,Primary (Upto Class-5),20,113331.0
440,Arunachal Pradesh,2011,Female,Graduate And Above,1,6463.0
441,Arunachal Pradesh,2011,Female,Matriculate/Secondary (Upto Class-10),4,21248.0
442,Arunachal Pradesh,2011,Female,Middle (Upto Class-8),7,31087.0
443,Arunachal Pradesh,2011,Female,No Education,12,32362.0
444,Arunachal Pradesh,2011,Female,Primary (Upto Class-5),11,108973.0
445,Arunachal Pradesh,2011,Male,Higher Secondary/ Intermediate/ Pre-University (Upto Class-12),5,17365.0
446,Arunachal Pradesh,2011,Male,Matriculate/Secondary (Upto Class-10),20,23658.0
447,Arunachal Pradesh,2011,Male,Middle (Upto Class-8),29,33677.0
448,Arunachal Pradesh,2011,Male,No Education,21,32069.0
449,Arunachal Pradesh,2011,Male,Primary (Upto Class-5),24,116378.0
450,Arunachal Pradesh,2012,Female,Graduate And Above,1,7047.0
451,Arunachal Pradesh,2012,Female,Matriculate/Secondary (Upto Class-10),6,22688.0
452,Arunachal Pradesh,2012,Female,Middle (Upto Class-8),8,32919.0
453,Arunachal Pradesh,2012,Female,No Education,5,33712.0
454,Arunachal Pradesh,2012,Female,Primary (Upto Class-5),8,112766.0
455,Arunachal Pradesh,2012,Male,Graduate And Above,1,12432.0
456,Arunachal Pradesh,2012,Male,Higher Secondary/ Intermediate/ Pre-University (Upto Class-12),4,18547.0
457,Arunachal Pradesh,2012,Male,Matriculate/Secondary (Upto Class-10),20,25014.0
458,Arunachal Pradesh,2012,Male,Middle (Upto Class-8),19,35362.0
459,Arunachal Pradesh,2012,Male,No Education,25,33136.0
460,Arunachal Pradesh,2012,Male,Primary (Upto Class-5),27,119432.0
461,Arunachal Pradesh,2013,Female,Graduate And Above,1,7631.0
462,Arunachal Pradesh,2013,Female,Higher Secondary/ Intermediate/ Pre-University (Upto Class-12),5,15805.0
463,Arunachal Pradesh,2013,Female,Matriculate/Secondary (Upto Class-10),5,24128.0
464,Arunachal Pradesh,2013,Female,Middle (Upto Class-8),14,34751.0
465,Arunachal Pradesh,2013,Female,No Education,19,35062.0
466,Arunachal Pradesh,2013,Female,Primary (Upto Class-5),14,116559.0
467,Arunachal Pradesh,2013,Male,Graduate And Above,2,13378.0
468,Arunachal Pradesh,2013,Male,Higher Secondary/ Intermediate/ Pre-University (Upto Class-12),11,19729.0
469,Arunachal Pradesh,2013,Male,Matriculate/Secondary (Upto Class-10),33,26370.0
470,Arunachal Pradesh,2013,Male,Middle (Upto Class-8),37,37047.0
471,Arunachal Pradesh,2013,Male,No Education,46,34203.0
472,Arunachal Pradesh,2013,Male,Primary (Upto Class-5),42,122486.0
473,Arunachal Pradesh,2014,Female,Higher Secondary/ Intermediate/ Pre-University (Upto Class-12),7,16865.0
474,Arunachal Pradesh,2014,Female,Matriculate/Secondary (Upto Class-10),10,25568.0
475,Arunachal Pradesh,2014,Female,Middle (Upto Class-8),10,36583.0
476,Arunachal Pradesh,2014,Female,No Education,13,36412.0
477,Arunachal Pradesh,2014,Female,Status Not Known,6,1761.0
478,Arunachal Pradesh,2014,Male,Diploma/Certificate,2,383.0
479,Arunachal Pradesh,2014,Male,Graduate And Above,5,14324.0
480,Arunachal Pradesh,2014,Male,Higher Secondary/ Intermediate/ Pre-University (Upto Class-12),11,20911.0
481,Arunachal Pradesh,2014,Male,Matriculate/Secondary (Upto Class-10),11,27726.0
482,Arunachal Pradesh,2014,Male,Middle (Upto Class-8),14,38732.0
483,Arunachal Pradesh,2014,Male,No Education,25,35270.0
484,Arunachal Pradesh,2014,Male,Primary (Upto Class-5),12,125540.0
485,Arunachal Pradesh,2014,Male,Professionals (Mba; Etc.),1,1538.0
486,Arunachal Pradesh,2014,Male,Status Not Known,29,2559.0
487,Assam,2001,Female,Graduate And Above,4,27550.0
488,Assam,2001,Female,Higher Secondary/ Intermediate/ Pre-University (Upto Class-12),46,102874.0
489,Assam,2001,Female,Matriculate/Secondary (Upto Class-10),66,271326.0
490,Assam,2001,Female,Middle (Upto Class-8),244,429840.0
491,Assam,2001,Female,No Education,182,347261.0
492,Assam,2001,Female,Primary (Upto Class-5),269,1561555.0
493,Assam,2001,Male,Diploma/Certificate,3,136.0
494,Assam,2001,Male,Graduate And Above,23,47279.0
495,Assam,2001,Male,Higher Secondary/ Intermediate/ Pre-University (Upto Class-12),110,160364.0
496,Assam,2001,Male,Matriculate/Secondary (Upto Class-10),311,340854.0
497,Assam,2001,Male,Middle (Upto Class-8),497,471392.0
498,Assam,2001,Male,No Education,350,359502.0
499,Assam,2001,Male,Primary (Upto Class-5),542,1784349.0
500,Assam,2002,Female,Graduate And Above,3,30612.0
501,Assam,2002,Female,Higher Secondary/ Intermediate/ Pre-University (Upto Class-12),23,118901.0
502,Assam,2002,Female,Matriculate/Secondary (Upto Class-10),87,267037.0
503,Assam,2002,Female,Middle (Upto Class-8),264,452956.0
504,Assam,2002,Female,No Education,215,352769.0
505,Assam,2002,Female,Primary (Upto Class-5),214,1605765.0
506,Assam,2002,Male,Diploma/Certificate,4,223.0
507,Assam,2002,Male,Graduate And Above,9,50500.0
508,Assam,2002,Male,Higher Secondary/ Intermediate/ Pre-University (Upto Class-12),62,177410.0
509,Assam,2002,Male,Matriculate/Secondary (Upto Class-10),275,331246.0
510,Assam,2002,Male,Middle (Upto Class-8),553,489555.0
511,Assam,2002,Male,No Education,379,364253.0
512,Assam,2002,Male,Primary (Upto Class-5),414,1819803.0
513,Assam,2003,Female,Diploma/Certificate,6,52.0
514,Assam,2003,Female,Graduate And Above,17,33674.0
515,Assam,2003,Female,Higher Secondary/ Intermediate/ Pre-University (Upto Class-12),86,134928.0
516,Assam,2003,Female,Matriculate/Secondary (Upto Class-10),97,262748.0
517,Assam,2003,Female,Middle (Upto Class-8),245,476072.0
518,Assam,2003,Female,No Education,191,358277.0
519,Assam,2003,Female,Primary (Upto Class-5),259,1649975.0
520,Assam,2003,Male,Diploma/Certificate,14,310.0
521,Assam,2003,Male,Graduate And Above,20,53721.0
522,Assam,2003,Male,Higher Secondary/ Intermediate/ Pre-University (Upto Class-12),174,194456.0
523,Assam,2003,Male,Matriculate/Secondary (Upto Class-10),290,321638.0
524,Assam,2003,Male,Middle (Upto Class-8),420,507718.0
525,Assam,2003,Male,No Education,238,369004.0
526,Assam,2003,Male,Primary (Upto Class-5),510,1855257.0
527,Assam,2004,Female,Diploma/Certificate,3,66.0
528,Assam,2004,Female,Graduate And Above,9,36736.0
529,Assam,2004,Female,Higher Secondary/ Intermediate/ Pre-University (Upto Class-12),78,150955.0
530,Assam,2004,Female,Matriculate/Secondary (Upto Class-10),124,258459.0
531,Assam,2004,Female,Middle (Upto Class-8),305,499188.0
532,Assam,2004,Female,No Education,172,363785.0
533,Assam,2004,Female,Primary (Upto Class-5),187,1694185.0
534,Assam,2004,Male,Diploma/Certificate,11,397.0
535,Assam,2004,Male,Graduate And Above,20,56942.0
536,Assam,2004,Male,Higher Secondary/ Intermediate/ Pre-University (Upto Class-12),196,211502.0
537,Assam,2004,Male,Matriculate/Secondary (Upto Class-10),497,312030.0
538,Assam,2004,Male,Middle (Upto Class-8),485,525881.0
539,Assam,2004,Male,No Education,318,373755.0
540,Assam,2004,Male,Primary (Upto Class-5),406,1890711.0
541,Assam,2005,Female,Diploma/Certificate,10,80.0
542,Assam,2005,Female,Graduate And Above,7,39798.0
543,Assam,2005,Female,Higher Secondary/ Intermediate/ Pre-University (Upto Class-12),41,166982.0
544,Assam,2005,Female,Matriculate/Secondary (Upto Class-10),145,254170.0
545,Assam,2005,Female,Middle (Upto Class-8),242,522304.0
546,Assam,2005,Female,No Education,239,369293.0
547,Assam,2005,Female,Primary (Upto Class-5),211,1738395.0
548,Assam,2005,Male,Diploma/Certificate,37,484.0
549,Assam,2005,Male,Graduate And Above,16,60163.0
550,Assam,2005,Male,Higher Secondary/ Intermediate/ Pre-University (Upto Class-12),130,228548.0
551,Assam,2005,Male,Matriculate/Secondary (Upto Class-10),350,302422.0
552,Assam,2005,Male,Middle (Upto Class-8),605,544044.0
553,Assam,2005,Male,No Education,358,378506.0
554,Assam,2005,Male,Primary (Upto Class-5),453,1926165.0
555,Assam,2006,Female,Diploma/Certificate,1,94.0
556,Assam,2006,Female,Graduate And Above,3,42860.0
557,Assam,2006,Female,Higher Secondary/ Intermediate/ Pre-University (Upto Class-12),32,183009.0
558,Assam,2006,Female,Matriculate/Secondary (Upto Class-10),134,249881.0
559,Assam,2006,Female,Middle (Upto Class-8),381,545420.0
560,Assam,2006,Female,No Education,195,374801.0
561,Assam,2006,Female,Primary (Upto Class-5),169,1782605.0
562,Assam,2006,Male,Diploma/Certificate,11,571.0
563,Assam,2006,Male,Graduate And Above,11,63384.0
564,Assam,2006,Male,Higher Secondary/ Intermediate/ Pre-University (Upto Class-12),72,245594.0
565,Assam,2006,Male,Matriculate/Secondary (Upto Class-10),345,292814.0
566,Assam,2006,Male,Middle (Upto Class-8),825,562207.0
567,Assam,2006,Male,No Education,407,383257.0
568,Assam,2006,Male,Primary (Upto Class-5),445,1961619.0
569,Assam,2007,Female,Diploma/Certificate,3,108.0
570,Assam,2007,Female,Graduate And Above,3,45922.0
571,Assam,2007,Female,Higher Secondary/ Intermediate/ Pre-University (Upto Class-12),41,199036.0
572,Assam,2007,Female,Matriculate/Secondary (Upto Class-10),137,245592.0
573,Assam,2007,Female,Middle (Upto Class-8),386,568536.0
574,Assam,2007,Female,No Education,199,380309.0
575,Assam,2007,Female,Primary (Upto Class-5),176,1826815.0
576,Assam,2007,Male,Diploma/Certificate,19,658.0
577,Assam,2007,Male,Graduate And Above,27,66605.0
578,Assam,2007,Male,Higher Secondary/ Intermediate/ Pre-University (Upto Class-12),144,262640.0
579,Assam,2007,Male,Matriculate/Secondary (Upto Class-10),378,283206.0
580,Assam,2007,Male,Middle (Upto Class-8),841,580370.0
581,Assam,2007,Male,No Education,305,388008.0
582,Assam,2007,Male,Primary (Upto Class-5),398,1997073.0
583,Assam,2008,Female,Diploma/Certificate,8,122.0
584,Assam,2008,Female,Graduate And Above,5,48984.0
585,Assam,2008,Female,Higher Secondary/ Intermediate/ Pre-University (Upto Class-12),51,215063.0
586,Assam,2008,Female,Matriculate/Secondary (Upto Class-10),137,241303.0
587,Assam,2008,Female,Middle (Upto Class-8),284,591652.0
588,Assam,2008,Female,No Education,301,385817.0
589,Assam,2008,Female,Primary (Upto Class-5),233,1871025.0
590,Assam,2008,Male,Diploma/Certificate,19,745.0
591,Assam,2008,Male,Graduate And Above,34,69826.0
592,Assam,2008,Male,Higher Secondary/ Intermediate/ Pre-University (Upto Class-12),114,279686.0
593,Assam,2008,Male,Matriculate/Secondary (Upto Class-10),318,273598.0
594,Assam,2008,Male,Middle (Upto Class-8),605,598533.0
595,Assam,2008,Male,No Education,485,392759.0
596,Assam,2008,Male,Primary (Upto Class-5),395,2032527.0
597,Assam,2009,Female,Diploma/Certificate,5,136.0
598,Assam,2009,Female,Graduate And Above,2,52046.0
599,Assam,2009,Female,Higher Secondary/ Intermediate/ Pre-University (Upto Class-12),58,231090.0
600,Assam,2009,Female,Matriculate/Secondary (Upto Class-10),212,237014.0
601,Assam,2009,Female,Middle (Upto Class-8),351,614768.0
602,Assam,2009,Female,No Education,233,391325.0
603,Assam,2009,Female,Primary (Upto Class-5),220,1915235.0
604,Assam,2009,Male,Diploma/Certificate,40,832.0
605,Assam,2009,Male,Graduate And Above,10,73047.0
606,Assam,2009,Male,Higher Secondary/ Intermediate/ Pre-University (Upto Class-12),185,296732.0
607,Assam,2009,Male,Matriculate/Secondary (Upto Class-10),426,263990.0
608,Assam,2009,Male,Middle (Upto Class-8),562,616696.0
609,Assam,2009,Male,No Education,302,397510.0
610,Assam,2009,Male,Primary (Upto Class-5),355,2067981.0
611,Assam,2010,Female,Diploma/Certificate,1,150.0
612,Assam,2010,Female,Graduate And Above,4,55108.0
613,Assam,2010,Female,Higher Secondary/ Intermediate/ Pre-University (Upto Class-12),114,247117.0
614,Assam,2010,Female,Matriculate/Secondary (Upto Class-10),173,232725.0
615,Assam,2010,Female,Middle (Upto Class-8),282,637884.0
616,Assam,2010,Female,No Education,221,396833.0
617,Assam,2010,Female,Primary (Upto Class-5),172,1959445.0
618,Assam,2010,Male,Diploma/Certificate,13,919.0
619,Assam,2010,Male,Graduate And Above,19,76268.0
620,Assam,2010,Male,Higher Secondary/ Intermediate/ Pre-University (Upto Class-12),200,313778.0
621,Assam,2010,Male,Matriculate/Secondary (Upto Class-10),362,254382.0
622,Assam,2010,Male,Middle (Upto Class-8),716,634859.0
623,Assam,2010,Male,No Education,368,402261.0
624,Assam,2010,Male,Primary (Upto Class-5),346,2103435.0
625,Assam,2011,Female,Graduate And Above,12,58167.0
626,Assam,2011,Female,Higher Secondary/ Intermediate/ Pre-University (Upto Class-12),51,263138.0
627,Assam,2011,Female,Matriculate/Secondary (Upto Class-10),119,228434.0
628,Assam,2011,Female,Middle (Upto Class-8),289,660992.0
629,Assam,2011,Female,No Education,199,402337.0
630,Assam,2011,Female,Primary (Upto Class-5),230,2003646.0
631,Assam,2011,Male,Diploma/Certificate,8,997.0
632,Assam,2011,Male,Graduate And Above,32,79481.0
633,Assam,2011,Male,Higher Secondary/ Intermediate/ Pre-University (Upto Class-12),199,330820.0
634,Assam,2011,Male,Matriculate/Secondary (Upto Class-10),371,244767.0
635,Assam,2011,Male,Middle (Upto Class-8),568,653016.0
636,Assam,2011,Male,No Education,286,407004.0
637,Assam,2011,Male,Primary (Upto Class-5),360,2138882.0
638,Assam,2012,Female,Diploma/Certificate,5,178.0
639,Assam,2012,Female,Graduate And Above,10,61229.0
640,Assam,2012,Female,Higher Secondary/ Intermediate/ Pre-University (Upto Class-12),107,279165.0
641,Assam,2012,Female,Matriculate/Secondary (Upto Class-10),193,224145.0
642,Assam,2012,Female,Middle (Upto Class-8),263,684108.0
643,Assam,2012,Female,No Education,123,407845.0
644,Assam,2012,Female,Primary (Upto Class-5),171,2047856.0
645,Assam,2012,Male,Diploma/Certificate,39,1084.0
646,Assam,2012,Male,Graduate And Above,50,82702.0
647,Assam,2012,Male,Higher Secondary/ Intermediate/ Pre-University (Upto Class-12),368,347866.0
648,Assam,2012,Male,Matriculate/Secondary (Upto Class-10),551,235159.0
649,Assam,2012,Male,Middle (Upto Class-8),719,671179.0
650,Assam,2012,Male,No Education,265,411755.0
651,Assam,2012,Male,Primary (Upto Class-5),398,2174336.0
652,Assam,2013,Female,Diploma/Certificate,2,192.0
653,Assam,2013,Female,Graduate And Above,11,64291.0
654,Assam,2013,Female,Higher Secondary/ Intermediate/ Pre-University (Upto Class-12),120,295192.0
655,Assam,2013,Female,Matriculate/Secondary (Upto Class-10),165,219856.0
656,Assam,2013,Female,Middle (Upto Class-8),319,707224.0
657,Assam,2013,Female,No Education,182,413353.0
658,Assam,2013,Female,Primary (Upto Class-5),196,2092066.0
